Family,Member,Original_Image_Name,Aligned_Image_Path,Detection_Score,Age,Detected_Gender,Name,True_Gender,Relationships
F0361,MID3,P03829_face2.jpg,data/processed/fiw/train/train-faces/F0361/MID3/P03829_face2.jpg,0.7467053,7,F,zolten,m,"[1, 1, 0, 2, 'zolten', 'm']"
F0361,MID3,P03825_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID3/P03825_face0.jpg,0.8123005,29,F,zolten,m,"[1, 1, 0, 2, 'zolten', 'm']"
F0361,MID3,P03831_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID3/P03831_face1.jpg,0.750139,33,F,zolten,m,"[1, 1, 0, 2, 'zolten', 'm']"
F0361,MID3,P03830_face5.jpg,data/processed/fiw/train/train-faces/F0361/MID3/P03830_face5.jpg,0.7279201,26,F,zolten,m,"[1, 1, 0, 2, 'zolten', 'm']"
F0361,MID4,P03824_face2.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03824_face2.jpg,0.74983066,39,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03825_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03825_face1.jpg,0.7803319,29,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03831_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03831_face0.jpg,0.8155592,25,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03830_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03830_face1.jpg,0.84878147,47,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03829_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03829_face0.jpg,0.8354009,45,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03828_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03828_face1.jpg,0.7828451,26,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03826_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03826_face0.jpg,0.7422661,28,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03834_face2.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03834_face2.jpg,0.80582714,33,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID4,P03827_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID4/P03827_face1.jpg,0.71141404,26,F,moxie,f,"[1, 1, 2, 0, 'moxie', 'f']"
F0361,MID2,P03827_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID2/P03827_face0.jpg,0.82265145,52,F,emily,f,"[5, 0, 4, 4, 'emily', 'f']"
F0361,MID2,P03824_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID2/P03824_face0.jpg,0.854236,47,F,emily,f,"[5, 0, 4, 4, 'emily', 'f']"
F0361,MID2,P03825_face5.jpg,data/processed/fiw/train/train-faces/F0361/MID2/P03825_face5.jpg,0.8718266,39,F,emily,f,"[5, 0, 4, 4, 'emily', 'f']"
F0361,MID2,P03828_face3.jpg,data/processed/fiw/train/train-faces/F0361/MID2/P03828_face3.jpg,0.8661576,40,F,emily,f,"[5, 0, 4, 4, 'emily', 'f']"
F0361,MID2,P03835_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID2/P03835_face0.jpg,0.8388327,54,F,emily,f,"[5, 0, 4, 4, 'emily', 'f']"
F0361,MID1,P03832_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03832_face0.jpg,0.8396931,68,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03829_face4.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03829_face4.jpg,0.86070216,48,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03828_face2.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03828_face2.jpg,0.83015954,47,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03830_face4.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03830_face4.jpg,0.7595955,65,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03833_face0.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03833_face0.jpg,0.86224115,55,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03825_face3.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03825_face3.jpg,0.83210677,52,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03834_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03834_face1.jpg,0.75348765,37,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03824_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03824_face1.jpg,0.74446154,58,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,MID1,P03835_face1.jpg,data/processed/fiw/train/train-faces/F0361/MID1/P03835_face1.jpg,0.8599431,52,M,penn,m,"[0, 5, 4, 4, 'penn', 'm']"
F0361,unrelated_and_nonfaces,P03830_face2.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03830_face2.jpg,0.69968337,61,M,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03834_face3.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03834_face3.jpg,0.75282514,54,F,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03830_face3.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03830_face3.jpg,0.6095082,24,F,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03829_face3.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03829_face3.jpg,0.78890127,64,M,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03830_face6.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03830_face6.jpg,0.77105975,47,M,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03825_face2.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03825_face2.jpg,0.8215229,63,M,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03829_face1.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03829_face1.jpg,0.5993043,34,M,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03834_face0.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03834_face0.jpg,0.73350894,34,F,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03830_face0.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03830_face0.jpg,0.8415196,32,F,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03830_face7.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03830_face7.jpg,0.77113885,28,M,Unknown,Unknown,[]
F0361,unrelated_and_nonfaces,P03825_face4.jpg,data/processed/fiw/train/train-faces/F0361/unrelated_and_nonfaces/P03825_face4.jpg,0.7252897,35,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face15.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face15.jpg,0.5480187,34,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face3.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face3.jpg,0.6821374,33,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face10.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face10.jpg,0.73500913,29,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03839_face13.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03839_face13.jpg,0.6337647,31,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face8.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face8.jpg,0.5529138,32,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face6.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face6.jpg,0.7487189,30,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03843_face5.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03843_face5.jpg,0.74060965,36,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face8.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face8.jpg,0.7511083,26,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03843_face4.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03843_face4.jpg,0.83814067,37,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face5.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face5.jpg,0.6034247,35,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face16.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face16.jpg,0.80001587,29,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face4.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face4.jpg,0.69105697,30,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face14.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face14.jpg,0.819813,71,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face20.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face20.jpg,0.84814286,27,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03838_face5.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03838_face5.jpg,0.8707217,30,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03843_face1.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03843_face1.jpg,0.7833343,41,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03840_face3.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03840_face3.jpg,0.8398175,67,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face7.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face7.jpg,0.7690184,27,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03839_face3.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03839_face3.jpg,0.7950861,49,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face15.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face15.jpg,0.68159074,44,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face21.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face21.jpg,0.7393136,34,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03840_face1.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03840_face1.jpg,0.8205136,68,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03843_face8.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03843_face8.jpg,0.6151591,39,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03839_face14.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03839_face14.jpg,0.8004848,49,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face11.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face11.jpg,0.6715692,30,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03843_face0.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03843_face0.jpg,0.70363474,52,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face2.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face2.jpg,0.7027582,30,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03838_face1.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03838_face1.jpg,0.8256973,30,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face4.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face4.jpg,0.5654601,35,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03839_face1.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03839_face1.jpg,0.7909112,45,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03837_face2.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03837_face2.jpg,0.7906144,29,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03839_face7.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03839_face7.jpg,0.6178411,36,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03843_face7.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03843_face7.jpg,0.7026867,45,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face5.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face5.jpg,0.5825239,34,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03838_face0.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03838_face0.jpg,0.8559169,35,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face14.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face14.jpg,0.5452855,31,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face1.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face1.jpg,0.84720254,29,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03839_face2.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03839_face2.jpg,0.7937041,45,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face22.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face22.jpg,0.72060424,30,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03838_face4.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03838_face4.jpg,0.8597933,23,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face6.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face6.jpg,0.67442185,34,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face17.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face17.jpg,0.8100491,30,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face9.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face9.jpg,0.8289251,30,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face0.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face0.jpg,0.8405313,49,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03839_face10.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03839_face10.jpg,0.7791222,48,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face1.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face1.jpg,0.69508797,27,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face12.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face12.jpg,0.5954738,37,M,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face3.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face3.jpg,0.861376,29,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03845_face12.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03845_face12.jpg,0.84007835,29,F,Unknown,Unknown,[]
F0362,unrelated_and_nonfaces,P03841_face7.jpg,data/processed/fiw/train/train-faces/F0362/unrelated_and_nonfaces/P03841_face7.jpg,0.7139172,27,M,Unknown,Unknown,[]
F0362,MID5,P03839_face11.jpg,data/processed/fiw/train/train-faces/F0362/MID5/P03839_face11.jpg,0.7275509,26,M,slade,m,"[1, 1, 2, 2, 0, 'slade', 'm']"
F0362,MID5,P03845_face18.jpg,data/processed/fiw/train/train-faces/F0362/MID5/P03845_face18.jpg,0.7771628,27,F,slade,m,"[1, 1, 2, 2, 0, 'slade', 'm']"
F0362,MID5,P03841_face0.jpg,data/processed/fiw/train/train-faces/F0362/MID5/P03841_face0.jpg,0.7573425,27,F,slade,m,"[1, 1, 2, 2, 0, 'slade', 'm']"
F0362,MID5,P03837_face1.jpg,data/processed/fiw/train/train-faces/F0362/MID5/P03837_face1.jpg,0.71302116,35,F,slade,m,"[1, 1, 2, 2, 0, 'slade', 'm']"
F0362,MID2,P03840_face0.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03840_face0.jpg,0.8312928,41,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID2,P03845_face11.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03845_face11.jpg,0.8054671,33,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID2,P03838_face3.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03838_face3.jpg,0.78946877,47,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID2,P03844_face1.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03844_face1.jpg,0.7882013,45,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID2,P03843_face2.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03843_face2.jpg,0.7391786,30,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID2,P03836_face0.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03836_face0.jpg,0.83204,39,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID2,P03839_face9.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03839_face9.jpg,0.7746308,35,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID2,P03842_face0.jpg,data/processed/fiw/train/train-faces/F0362/MID2/P03842_face0.jpg,0.80669737,48,F,supriya,f,"[5, 0, 4, 4, 4, 'supriya', 'f']"
F0362,MID4,P03839_face12.jpg,data/processed/fiw/train/train-faces/F0362/MID4/P03839_face12.jpg,0.7391728,23,M,selia,f,"[1, 1, 2, 0, 2, 'selia', 'f']"
F0362,MID4,P03845_face19.jpg,data/processed/fiw/train/train-faces/F0362/MID4/P03845_face19.jpg,0.7585381,27,F,selia,f,"[1, 1, 2, 0, 2, 'selia', 'f']"
F0362,MID4,P03837_face0.jpg,data/processed/fiw/train/train-faces/F0362/MID4/P03837_face0.jpg,0.754333,26,F,selia,f,"[1, 1, 2, 0, 2, 'selia', 'f']"
F0362,MID4,P03843_face6.jpg,data/processed/fiw/train/train-faces/F0362/MID4/P03843_face6.jpg,0.74082595,41,F,selia,f,"[1, 1, 2, 0, 2, 'selia', 'f']"
F0362,MID4,P03841_face9.jpg,data/processed/fiw/train/train-faces/F0362/MID4/P03841_face9.jpg,0.7197985,38,F,selia,f,"[1, 1, 2, 0, 2, 'selia', 'f']"
F0362,MID1,P03842_face1.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03842_face1.jpg,0.85708684,37,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID1,P03843_face3.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03843_face3.jpg,0.80585873,28,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID1,P03840_face2.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03840_face2.jpg,0.85334325,37,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID1,P03845_face13.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03845_face13.jpg,0.8434867,43,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID1,P03839_face0.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03839_face0.jpg,0.8478956,35,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID1,P03844_face0.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03844_face0.jpg,0.844587,47,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID1,P03838_face2.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03838_face2.jpg,0.847037,45,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID1,P03836_face1.jpg,data/processed/fiw/train/train-faces/F0362/MID1/P03836_face1.jpg,0.88846534,38,M,bobby,m,"[0, 5, 4, 4, 4, 'bobby', 'm']"
F0362,MID3,P03841_face13.jpg,data/processed/fiw/train/train-faces/F0362/MID3/P03841_face13.jpg,0.7277562,24,M,shaan,m,"[1, 1, 0, 2, 2, 'shaan', 'm']"
F0362,MID3,P03845_face10.jpg,data/processed/fiw/train/train-faces/F0362/MID3/P03845_face10.jpg,0.71506315,29,M,shaan,m,"[1, 1, 0, 2, 2, 'shaan', 'm']"
F0362,MID3,P03837_face3.jpg,data/processed/fiw/train/train-faces/F0362/MID3/P03837_face3.jpg,0.7072993,23,F,shaan,m,"[1, 1, 0, 2, 2, 'shaan', 'm']"
F0362,MID3,P03839_face8.jpg,data/processed/fiw/train/train-faces/F0362/MID3/P03839_face8.jpg,0.70851237,23,F,shaan,m,"[1, 1, 0, 2, 2, 'shaan', 'm']"
F0364,MID2,P03863_face0.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03863_face0.jpg,0.8080702,33,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID2,P03856_face0.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03856_face0.jpg,0.8474816,42,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID2,P03858_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03858_face1.jpg,0.8575942,35,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID2,P03859_face0.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03859_face0.jpg,0.8257779,33,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID2,P03862_face0.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03862_face0.jpg,0.7739936,33,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID2,P03857_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03857_face1.jpg,0.87815046,32,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID2,P03854_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03854_face1.jpg,0.84355605,31,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID2,P03853_face0.jpg,data/processed/fiw/train/train-faces/F0364/MID2/P03853_face0.jpg,0.8424439,22,F,alexa,f,"[1, 0, 0, 1, 'alexa', 'f']"
F0364,MID1,P03860_face0.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03860_face0.jpg,0.8497304,76,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03863_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03863_face1.jpg,0.7155294,39,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03859_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03859_face1.jpg,0.78337294,60,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03856_face2.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03856_face2.jpg,0.8521333,73,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03855_face2.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03855_face2.jpg,0.8169066,44,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03853_face2.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03853_face2.jpg,0.841955,63,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03858_face2.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03858_face2.jpg,0.821138,67,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03857_face2.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03857_face2.jpg,0.763875,54,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID1,P03862_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID1/P03862_face1.jpg,0.8209652,61,M,billy,m,"[0, 4, 5, 5, 'billy', 'm']"
F0364,MID3,P03860_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID3/P03860_face1.jpg,0.86363536,38,F,katie lee,f,"[5, 0, 0, 0, 'katie lee', 'f']"
F0364,unrelated_and_nonfaces,P03855_face3.jpg,data/processed/fiw/train/train-faces/F0364/unrelated_and_nonfaces/P03855_face3.jpg,0.6395569,31,M,Unknown,Unknown,[]
F0364,unrelated_and_nonfaces,P03855_face0.jpg,data/processed/fiw/train/train-faces/F0364/unrelated_and_nonfaces/P03855_face0.jpg,0.79645413,32,M,Unknown,Unknown,[]
F0364,unrelated_and_nonfaces,P03853_face1.jpg,data/processed/fiw/train/train-faces/F0364/unrelated_and_nonfaces/P03853_face1.jpg,0.70615625,32,F,Unknown,Unknown,[]
F0364,MID4,P03854_face2.jpg,data/processed/fiw/train/train-faces/F0364/MID4/P03854_face2.jpg,0.8350777,47,F,christie brinkley,f,"[5, 4, 0, 0, 'christie brinkley', 'f']"
F0364,MID4,P03856_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID4/P03856_face1.jpg,0.8448124,49,F,christie brinkley,f,"[5, 4, 0, 0, 'christie brinkley', 'f']"
F0364,MID4,P03857_face0.jpg,data/processed/fiw/train/train-faces/F0364/MID4/P03857_face0.jpg,0.7629963,49,F,christie brinkley,f,"[5, 4, 0, 0, 'christie brinkley', 'f']"
F0364,MID4,P03855_face1.jpg,data/processed/fiw/train/train-faces/F0364/MID4/P03855_face1.jpg,0.8564357,73,F,christie brinkley,f,"[5, 4, 0, 0, 'christie brinkley', 'f']"
F0365,MID2,P03866_face2.jpg,data/processed/fiw/train/train-faces/F0365/MID2/P03866_face2.jpg,0.83730185,37,F,melanie sloan,f,"[4, 0, 4, 'melanie sloan', 'f']"
F0365,MID2,P03867_face0.jpg,data/processed/fiw/train/train-faces/F0365/MID2/P03867_face0.jpg,0.8602216,44,F,melanie sloan,f,"[4, 0, 4, 'melanie sloan', 'f']"
F0365,MID2,P03864_face0.jpg,data/processed/fiw/train/train-faces/F0365/MID2/P03864_face0.jpg,0.87289137,40,F,melanie sloan,f,"[4, 0, 4, 'melanie sloan', 'f']"
F0365,MID2,P03868_face1.jpg,data/processed/fiw/train/train-faces/F0365/MID2/P03868_face1.jpg,0.86725885,38,F,melanie sloan,f,"[4, 0, 4, 'melanie sloan', 'f']"
